,Test Image,Target Image,Distance,Verified?
924,Hamza Shahbaz_img_1.jpg,Hamza Shahbaz/20.5c0f874bc529f-1280x720.jpg,0.3917375881919287,1
925,Hamza Shahbaz_img_1.jpg,Hamza Shahbaz/3.404778_9267793_hamza1_akhbar.jpg,0.4989752012407527,1
927,Hamza Shahbaz_img_1.jpg,Hamza Shahbaz/1.5c0f874bc529f.jpg,0.340327056276156,1
928,Hamza Shahbaz_img_1.jpg,Hamza Shahbaz/16.hamza-shahbaz-statements-landed-her-sisters-and-mother-in-trouble-before-nab-1555232106-2682.jpg,0.0,1
930,Hamza Shahbaz_img_1.jpg,Hamza Shahbaz/12.c964a8782ccce45711c12aec31c03e7c_XL.jpg,0.5126468835439616,0
931,Hamza Shahbaz_img_1.jpg,Hamza Shahbaz/12.1834430-HamzaShahbaz-1540539212.jpg,0.5462007262612802,0
932,Hamza Shahbaz_img_1.jpg,Hamza Shahbaz/18.cjp-directs-to-lodge-inquiry-against-hamza-shahbaz-1527944137-9903.jpg,0.1943434731917073,1
933,Hamza Shahbaz_img_1.jpg,Hamza Shahbaz/5.2669_97825108.jpg,0.727395777251835,0
934,Hamza Shahbaz_img_1.jpg,Hamza Shahbaz/13.shroud-does-not-have-pocket-hamza-shahbaz-1526644092-3261.jpg,0.1943434731917073,1
936,Hamza Shahbaz_img_1.jpg,Hamza Shahbaz/10.DIFeLaQXkAAnIAB.jpg,0.6065487599925568,0
937,Hamza Shahbaz_img_1.jpg,Hamza Shahbaz/1.Hamza_Shehbaz_fea.jpg,0.5794626124578646,0
938,Hamza Shahbaz_img_1.jpg,Hamza Shahbaz/9.Hamza20Shahbaz20Sharif2011-53-1503675611.jpg,0.4067836589893179,1
939,Hamza Shahbaz_img_1.jpg,Hamza Shahbaz/15.40844975_98868937.jpg,0.8119847785908801,0
940,Hamza Shahbaz_img_1.jpg,Hamza Shahbaz/15.ba824ea4bc5c84fc531a9cb6efe56f70.jpg,0.4032407597319391,1
941,Hamza Shahbaz_img_1.jpg,Hamza Shahbaz/5.404778_9267793_hamza1_akhbar.jpg,0.4989752012407527,1
942,Hamza Shahbaz_img_1.jpg,Hamza Shahbaz/7.1614356-HamzaShahbaz-1516525758.jpg,0.5277716309934639,0
943,Hamza Shahbaz_img_1.jpg,Hamza Shahbaz/8.e13accfea4d8eb8080bea3a589b919a0_400x400.jpg,0.591154518066381,0
944,Hamza Shahbaz_img_1.jpg,Hamza Shahbaz/4.HAMZA-SHAHBAZ.jpg,0.4841153363396893,1
945,Hamza Shahbaz_img_1.jpg,Hamza Shahbaz/4.b5443cacd170f533f2f8bcdba08e7dd4.jpg,0.4215646226024965,1
946,Hamza Shahbaz_img_1.jpg,Hamza Shahbaz/3.hamza-shahbaz-statements-landed-her-sisters-and-mother-in-trouble-before-nab-1555232106-2682.jpg,0.0,1
947,Hamza Shahbaz_img_1.jpg,Hamza Shahbaz/8.Hamza_Shahbaz_at_a_press_conference.jpg,0.7056195135707634,0
948,Hamza Shahbaz_img_1.jpg,Hamza Shahbaz/12.Hamza-Shahbaz-1.jpg,0.5970347569698792,0
949,Hamza Shahbaz_img_1.jpg,Hamza Shahbaz/3.NA-124-Lahore-MNA-Hamza-Shahbaz-Shareef.jpg,0.5180742530832902,0
950,Hamza Shahbaz_img_1.jpg,Hamza Shahbaz/11.486875_77822717.jpg,0.35025615085347395,1
952,Hamza Shahbaz_img_1.jpg,Hamza Shahbaz/14.Don-of-Punjab-Hamza-Shahbaz-Received-15-20-Crores-in-Bribes-Every-Month-Jamshed-Dasti-Said.jpg,0.6875546202042601,0
953,Hamza Shahbaz_img_1.jpg,Hamza Shahbaz/7.hamza-shahbaz-1.jpg,0.3866105834246023,1
954,Hamza Shahbaz_img_1.jpg,Hamza Shahbaz/8.Hamza20Shahbaz20Sharif202-93-1503675602.jpg,0.4261849701194377,1
955,Hamza Shahbaz_img_1.jpg,Hamza Shahbaz/2.xhamzashehbaz12.jpg,0.36557016831499145,1
956,Hamza Shahbaz_img_1.jpg,Hamza Shahbaz/2.486701_20242906.jpg,0.05561700901909539,1
957,Hamza Shahbaz_img_1.jpg,Hamza Shahbaz/14.cjp-directs-to-lodge-inquiry-against-hamza-shahbaz-1527944137-9903.jpg,0.1943434731917073,1
958,Hamza Shahbaz_img_1.jpg,Hamza Shahbaz/16.publish-ad-for-hamza-rabia-appearance-orders-court-1347048135-4476.jpg,0.5598759715598318,0
959,Hamza Shahbaz_img_1.jpg,Hamza Shahbaz/13.Hamza-Shehbaz.jpg,0.5880602920065974,0
680,Hamid Mir_img_1.jpg,Hamid Mir/7.Hamid_Mir_2.jpg,0.5730894938292662,0
681,Hamid Mir_img_1.jpg,Hamid Mir/18.Hamid-Mir-Jang-Column-Teer-Kamaan.jpg,2.220446049250313e-16,1
682,Hamid Mir_img_1.jpg,Hamid Mir/7.capital-talk-with-hamid-mir-18th.jpg,0.7165441104120952,0
683,Hamid Mir_img_1.jpg,Hamid Mir/15.HAMID-MIR-875.jpg,0.5435465902425585,0
684,Hamid Mir_img_1.jpg,Hamid Mir/16.10173535_10202362469637483_4173054293721484844_n.jpg,0.5464807043812412,0
685,Hamid Mir_img_1.jpg,Hamid Mir/13.Hamid-Mir-008.jpg,0.553016480963582,0
686,Hamid Mir_img_1.jpg,Hamid Mir/17.hamid-mir.jpg,0.6067605538169205,0
689,Hamid Mir_img_1.jpg,Hamid Mir/15.maxresdefault.jpg,0.645927080222332,0
690,Hamid Mir_img_1.jpg,Hamid Mir/10.DkP3KfgVAAAmIaA-e1533979767677-696x492.jpg,0.6461021452935181,0
691,Hamid Mir_img_1.jpg,Hamid Mir/15.hamid-mir-claims-seeing-messages-sent-to-ayesha-Gulalai-allegedly-by-imran.jpg,0.6347097811890836,0
692,Hamid Mir_img_1.jpg,Hamid Mir/17.capital-talk-hamid-mir-23rd-october-2019-part-03-1210x642.jpg,0.6312949004909802,0
693,Hamid Mir_img_1.jpg,Hamid Mir/2.my-father-hamid-mir-s-daughter-ayesha-mir-s-article-about-her-father.jpg,0.5425637096016718,0
694,Hamid Mir_img_1.jpg,Hamid Mir/19.capital-talk-hamid-mir-14th-november-2019-part-02-1210x642.jpg,0.72850538417558,0
695,Hamid Mir_img_1.jpg,Hamid Mir/4.171367_9485784_updates.jpg,0.5974186296483892,0
696,Hamid Mir_img_1.jpg,Hamid Mir/5.hamid-mir-talking-about-his-new-book-qalam-kaman-2.jpg,0.5952144682521329,0
697,Hamid Mir_img_1.jpg,Hamid Mir/11.20190702_pakok.jpg,0.5671218223602088,0
698,Hamid Mir_img_1.jpg,Hamid Mir/14.1395815-hamidmirx-1493365770.jpg,0.5647561794709139,0
700,Hamid Mir_img_1.jpg,Hamid Mir/10.hamid-mir-biography.jpg,0.6108983829231089,0
701,Hamid Mir_img_1.jpg,Hamid Mir/15.Hamid-Mir.jpg,0.5664469433577933,0
702,Hamid Mir_img_1.jpg,Hamid Mir/16.Hamid-Mir.jpg,0.5754036453847806,0
703,Hamid Mir_img_1.jpg,Hamid Mir/12.3.jpg,0.6523717077441124,0
704,Hamid Mir_img_1.jpg,Hamid Mir/11.capital-talk-hamid-mir-30th-october-2019-part-01-1210x642.jpg,0.7890567145559877,0
705,Hamid Mir_img_1.jpg,Hamid Mir/8.hamid-mir.jpg,0.5608398803998889,0
706,Hamid Mir_img_1.jpg,Hamid Mir/2.1e2be565253a0e9215651ad647fe6224.jpg,0.5885351188068788,0
708,Hamid Mir_img_1.jpg,Hamid Mir/9.an-old-video-of-hamid-mir-in-which-he-is-praising-dr-tahir-ul-qadri.jpg,0.6724264715671461,0
709,Hamid Mir_img_1.jpg,Hamid Mir/4.Hamid-Mir.jpg,0.6953809969801549,0
711,Hamid Mir_img_1.jpg,Hamid Mir/14.hamid-mir-web.jpg,0.6501652080842432,0
712,Hamid Mir_img_1.jpg,Hamid Mir/18.17-11.jpg,0.7092777352685766,0
713,Hamid Mir_img_1.jpg,Hamid Mir/17.see-promo-of-hamid-mir-s-new-show-on-new-channel.jpg,0.588897796867035,0
714,Hamid Mir_img_1.jpg,Hamid Mir/2.C71zAsVy_400x400.jpg,0.6218204821557708,0
715,Hamid Mir_img_1.jpg,Hamid Mir/9.B9epwOiCMAATtM_.jpg,0.6038780322202475,0
716,Hamid Mir_img_1.jpg,Hamid Mir/18.53591f1decf8e.jpg,0.5305299872426317,0
718,Hamid Mir_img_1.jpg,Hamid Mir/8.@-69-696x384.jpg,0.6010657671356969,0
719,Hamid Mir_img_1.jpg,Hamid Mir/18.Hamid_Mir_2.jpg,0.5730894938292662,0
920,Hamza Shahbaz_img_0.jpg,Hamza Shahbaz/15.768022-hamzashahbazapp-1411812825.jpg,0.0,1
921,Hamza Shahbaz_img_0.jpg,Hamza Shahbaz/3.hamza-shahbaz-asked-nab-to-summon-his-mother-and-sisters-for-investigations-on-their-money-laundering-accounts-1555267265-5546.jpg,0.5807975328099964,0
922,Hamza Shahbaz_img_0.jpg,Hamza Shahbaz/15.Hamza-Shahbaz-Sharif.jpg,0.5495147159245941,0
923,Hamza Shahbaz_img_0.jpg,Hamza Shahbaz/1.Hamza20Shahbaz20Sharif201-73-1503675603.jpg,0.5384736317890405,0
924,Hamza Shahbaz_img_0.jpg,Hamza Shahbaz/20.5c0f874bc529f-1280x720.jpg,0.4331673458056992,1
925,Hamza Shahbaz_img_0.jpg,Hamza Shahbaz/3.404778_9267793_hamza1_akhbar.jpg,0.4760256397758554,1
927,Hamza Shahbaz_img_0.jpg,Hamza Shahbaz/1.5c0f874bc529f.jpg,0.405997309509996,1
928,Hamza Shahbaz_img_0.jpg,Hamza Shahbaz/16.hamza-shahbaz-statements-landed-her-sisters-and-mother-in-trouble-before-nab-1555232106-2682.jpg,0.5807975328099964,0
930,Hamza Shahbaz_img_0.jpg,Hamza Shahbaz/12.c964a8782ccce45711c12aec31c03e7c_XL.jpg,0.4565246847155287,1
931,Hamza Shahbaz_img_0.jpg,Hamza Shahbaz/12.1834430-HamzaShahbaz-1540539212.jpg,0.5619545711532987,0
932,Hamza Shahbaz_img_0.jpg,Hamza Shahbaz/18.cjp-directs-to-lodge-inquiry-against-hamza-shahbaz-1527944137-9903.jpg,0.44050843606013945,1
933,Hamza Shahbaz_img_0.jpg,Hamza Shahbaz/5.2669_97825108.jpg,0.6869226571263283,0
934,Hamza Shahbaz_img_0.jpg,Hamza Shahbaz/13.shroud-does-not-have-pocket-hamza-shahbaz-1526644092-3261.jpg,0.44050843606013945,1
936,Hamza Shahbaz_img_0.jpg,Hamza Shahbaz/10.DIFeLaQXkAAnIAB.jpg,0.457364649463241,1
937,Hamza Shahbaz_img_0.jpg,Hamza Shahbaz/1.Hamza_Shehbaz_fea.jpg,0.07405921521658497,1
938,Hamza Shahbaz_img_0.jpg,Hamza Shahbaz/9.Hamza20Shahbaz20Sharif2011-53-1503675611.jpg,0.3682135599927563,1
939,Hamza Shahbaz_img_0.jpg,Hamza Shahbaz/15.40844975_98868937.jpg,0.6411908229236284,0
940,Hamza Shahbaz_img_0.jpg,Hamza Shahbaz/15.ba824ea4bc5c84fc531a9cb6efe56f70.jpg,0.7340022620357679,0
941,Hamza Shahbaz_img_0.jpg,Hamza Shahbaz/5.404778_9267793_hamza1_akhbar.jpg,0.4760256397758554,1
942,Hamza Shahbaz_img_0.jpg,Hamza Shahbaz/7.1614356-HamzaShahbaz-1516525758.jpg,0.5567127234630899,0
943,Hamza Shahbaz_img_0.jpg,Hamza Shahbaz/8.e13accfea4d8eb8080bea3a589b919a0_400x400.jpg,0.4586034507943326,1
944,Hamza Shahbaz_img_0.jpg,Hamza Shahbaz/4.HAMZA-SHAHBAZ.jpg,0.5590319981092655,0
945,Hamza Shahbaz_img_0.jpg,Hamza Shahbaz/4.b5443cacd170f533f2f8bcdba08e7dd4.jpg,0.7750969629243027,0
946,Hamza Shahbaz_img_0.jpg,Hamza Shahbaz/3.hamza-shahbaz-statements-landed-her-sisters-and-mother-in-trouble-before-nab-1555232106-2682.jpg,0.5807975328099964,0
947,Hamza Shahbaz_img_0.jpg,Hamza Shahbaz/8.Hamza_Shahbaz_at_a_press_conference.jpg,0.4838404295929465,1
948,Hamza Shahbaz_img_0.jpg,Hamza Shahbaz/12.Hamza-Shahbaz-1.jpg,0.6503170303624588,0
949,Hamza Shahbaz_img_0.jpg,Hamza Shahbaz/3.NA-124-Lahore-MNA-Hamza-Shahbaz-Shareef.jpg,0.3896144240799467,1
950,Hamza Shahbaz_img_0.jpg,Hamza Shahbaz/11.486875_77822717.jpg,0.34156250376914343,1
952,Hamza Shahbaz_img_0.jpg,Hamza Shahbaz/14.Don-of-Punjab-Hamza-Shahbaz-Received-15-20-Crores-in-Bribes-Every-Month-Jamshed-Dasti-Said.jpg,0.5347884025075922,0
953,Hamza Shahbaz_img_0.jpg,Hamza Shahbaz/7.hamza-shahbaz-1.jpg,0.4300309601048679,1
954,Hamza Shahbaz_img_0.jpg,Hamza Shahbaz/8.Hamza20Shahbaz20Sharif202-93-1503675602.jpg,0.4040791096536044,1
955,Hamza Shahbaz_img_0.jpg,Hamza Shahbaz/2.xhamzashehbaz12.jpg,0.4338907178353064,1
956,Hamza Shahbaz_img_0.jpg,Hamza Shahbaz/2.486701_20242906.jpg,0.5852274131756645,0
957,Hamza Shahbaz_img_0.jpg,Hamza Shahbaz/14.cjp-directs-to-lodge-inquiry-against-hamza-shahbaz-1527944137-9903.jpg,0.44050843606013945,1
958,Hamza Shahbaz_img_0.jpg,Hamza Shahbaz/16.publish-ad-for-hamza-rabia-appearance-orders-court-1347048135-4476.jpg,0.5047225607908676,0
959,Hamza Shahbaz_img_0.jpg,Hamza Shahbaz/13.Hamza-Shehbaz.jpg,0.116673584866137,1
680,Hamid Mir_img_4.jpg,Hamid Mir/7.Hamid_Mir_2.jpg,0.5018173587297321,0
681,Hamid Mir_img_4.jpg,Hamid Mir/18.Hamid-Mir-Jang-Column-Teer-Kamaan.jpg,0.5464807043812412,0
682,Hamid Mir_img_4.jpg,Hamid Mir/7.capital-talk-with-hamid-mir-18th.jpg,0.7342284356394769,0
683,Hamid Mir_img_4.jpg,Hamid Mir/15.HAMID-MIR-875.jpg,0.5968798364917276,0
684,Hamid Mir_img_4.jpg,Hamid Mir/16.10173535_10202362469637483_4173054293721484844_n.jpg,0.0,1
685,Hamid Mir_img_4.jpg,Hamid Mir/13.Hamid-Mir-008.jpg,0.3050201222723025,1
686,Hamid Mir_img_4.jpg,Hamid Mir/17.hamid-mir.jpg,0.6154716643585011,0
689,Hamid Mir_img_4.jpg,Hamid Mir/15.maxresdefault.jpg,0.641726121994054,0
690,Hamid Mir_img_4.jpg,Hamid Mir/10.DkP3KfgVAAAmIaA-e1533979767677-696x492.jpg,0.7252344575831553,0
691,Hamid Mir_img_4.jpg,Hamid Mir/15.hamid-mir-claims-seeing-messages-sent-to-ayesha-Gulalai-allegedly-by-imran.jpg,0.5095034122915038,0
692,Hamid Mir_img_4.jpg,Hamid Mir/17.capital-talk-hamid-mir-23rd-october-2019-part-03-1210x642.jpg,0.7739969058134107,0
693,Hamid Mir_img_4.jpg,Hamid Mir/2.my-father-hamid-mir-s-daughter-ayesha-mir-s-article-about-her-father.jpg,0.5449524741718461,0
694,Hamid Mir_img_4.jpg,Hamid Mir/19.capital-talk-hamid-mir-14th-november-2019-part-02-1210x642.jpg,0.6393890700856704,0
695,Hamid Mir_img_4.jpg,Hamid Mir/4.171367_9485784_updates.jpg,0.6406307873026014,0
696,Hamid Mir_img_4.jpg,Hamid Mir/5.hamid-mir-talking-about-his-new-book-qalam-kaman-2.jpg,0.5144117219476962,0
697,Hamid Mir_img_4.jpg,Hamid Mir/11.20190702_pakok.jpg,0.5809303889062383,0
698,Hamid Mir_img_4.jpg,Hamid Mir/14.1395815-hamidmirx-1493365770.jpg,0.4859232793493034,1
700,Hamid Mir_img_4.jpg,Hamid Mir/10.hamid-mir-biography.jpg,0.498081257758538,1
701,Hamid Mir_img_4.jpg,Hamid Mir/15.Hamid-Mir.jpg,0.5103309991832625,0
702,Hamid Mir_img_4.jpg,Hamid Mir/16.Hamid-Mir.jpg,0.5795787393175332,0
703,Hamid Mir_img_4.jpg,Hamid Mir/12.3.jpg,0.5150054379135063,0
704,Hamid Mir_img_4.jpg,Hamid Mir/11.capital-talk-hamid-mir-30th-october-2019-part-01-1210x642.jpg,0.6743637817055803,0
705,Hamid Mir_img_4.jpg,Hamid Mir/8.hamid-mir.jpg,0.5472412921121866,0
706,Hamid Mir_img_4.jpg,Hamid Mir/2.1e2be565253a0e9215651ad647fe6224.jpg,0.690785103666683,0
708,Hamid Mir_img_4.jpg,Hamid Mir/9.an-old-video-of-hamid-mir-in-which-he-is-praising-dr-tahir-ul-qadri.jpg,0.6985733935594372,0
709,Hamid Mir_img_4.jpg,Hamid Mir/4.Hamid-Mir.jpg,0.5355423910836885,0
711,Hamid Mir_img_4.jpg,Hamid Mir/14.hamid-mir-web.jpg,0.5909492355251491,0
712,Hamid Mir_img_4.jpg,Hamid Mir/18.17-11.jpg,0.7581525355721902,0
713,Hamid Mir_img_4.jpg,Hamid Mir/17.see-promo-of-hamid-mir-s-new-show-on-new-channel.jpg,0.6423537255647338,0
714,Hamid Mir_img_4.jpg,Hamid Mir/2.C71zAsVy_400x400.jpg,0.5993496873535971,0
715,Hamid Mir_img_4.jpg,Hamid Mir/9.B9epwOiCMAATtM_.jpg,0.7202482535176629,0
716,Hamid Mir_img_4.jpg,Hamid Mir/18.53591f1decf8e.jpg,0.3608101068264128,1
718,Hamid Mir_img_4.jpg,Hamid Mir/8.@-69-696x384.jpg,0.34263371248576546,1
719,Hamid Mir_img_4.jpg,Hamid Mir/18.Hamid_Mir_2.jpg,0.5018173587297321,0
680,Hamid Mir_img_0.jpg,Hamid Mir/7.Hamid_Mir_2.jpg,-2.220446049250313e-16,1
681,Hamid Mir_img_0.jpg,Hamid Mir/18.Hamid-Mir-Jang-Column-Teer-Kamaan.jpg,0.5730894938292662,0
682,Hamid Mir_img_0.jpg,Hamid Mir/7.capital-talk-with-hamid-mir-18th.jpg,0.6419655838310139,0
683,Hamid Mir_img_0.jpg,Hamid Mir/15.HAMID-MIR-875.jpg,0.35760470653512977,1
684,Hamid Mir_img_0.jpg,Hamid Mir/16.10173535_10202362469637483_4173054293721484844_n.jpg,0.5018173587297321,0
685,Hamid Mir_img_0.jpg,Hamid Mir/13.Hamid-Mir-008.jpg,0.37866544823853054,1
686,Hamid Mir_img_0.jpg,Hamid Mir/17.hamid-mir.jpg,0.4397848110121442,1
689,Hamid Mir_img_0.jpg,Hamid Mir/15.maxresdefault.jpg,0.4957084665875055,1
690,Hamid Mir_img_0.jpg,Hamid Mir/10.DkP3KfgVAAAmIaA-e1533979767677-696x492.jpg,0.6324684309156685,0
691,Hamid Mir_img_0.jpg,Hamid Mir/15.hamid-mir-claims-seeing-messages-sent-to-ayesha-Gulalai-allegedly-by-imran.jpg,0.2417374903863833,1
692,Hamid Mir_img_0.jpg,Hamid Mir/17.capital-talk-hamid-mir-23rd-october-2019-part-03-1210x642.jpg,0.6906950593012064,0
693,Hamid Mir_img_0.jpg,Hamid Mir/2.my-father-hamid-mir-s-daughter-ayesha-mir-s-article-about-her-father.jpg,0.08374487170885059,1
694,Hamid Mir_img_0.jpg,Hamid Mir/19.capital-talk-hamid-mir-14th-november-2019-part-02-1210x642.jpg,0.6725164640358419,0
695,Hamid Mir_img_0.jpg,Hamid Mir/4.171367_9485784_updates.jpg,0.5005156204055481,0
696,Hamid Mir_img_0.jpg,Hamid Mir/5.hamid-mir-talking-about-his-new-book-qalam-kaman-2.jpg,0.3260217983918285,1
697,Hamid Mir_img_0.jpg,Hamid Mir/11.20190702_pakok.jpg,0.5188166405193018,0
698,Hamid Mir_img_0.jpg,Hamid Mir/14.1395815-hamidmirx-1493365770.jpg,0.3870157297811764,1
700,Hamid Mir_img_0.jpg,Hamid Mir/10.hamid-mir-biography.jpg,0.26342861891763025,1
701,Hamid Mir_img_0.jpg,Hamid Mir/15.Hamid-Mir.jpg,0.2912855130507209,1
702,Hamid Mir_img_0.jpg,Hamid Mir/16.Hamid-Mir.jpg,0.31437736882290856,1
703,Hamid Mir_img_0.jpg,Hamid Mir/12.3.jpg,0.3993881821984893,1
704,Hamid Mir_img_0.jpg,Hamid Mir/11.capital-talk-hamid-mir-30th-october-2019-part-01-1210x642.jpg,0.6234904767539988,0
705,Hamid Mir_img_0.jpg,Hamid Mir/8.hamid-mir.jpg,0.43818385660512615,1
706,Hamid Mir_img_0.jpg,Hamid Mir/2.1e2be565253a0e9215651ad647fe6224.jpg,0.37783905445898,1
708,Hamid Mir_img_0.jpg,Hamid Mir/9.an-old-video-of-hamid-mir-in-which-he-is-praising-dr-tahir-ul-qadri.jpg,0.6820400906710806,0
709,Hamid Mir_img_0.jpg,Hamid Mir/4.Hamid-Mir.jpg,0.6371639559755091,0
711,Hamid Mir_img_0.jpg,Hamid Mir/14.hamid-mir-web.jpg,0.2930873273425205,1
712,Hamid Mir_img_0.jpg,Hamid Mir/18.17-11.jpg,0.619788489562703,0
713,Hamid Mir_img_0.jpg,Hamid Mir/17.see-promo-of-hamid-mir-s-new-show-on-new-channel.jpg,0.4976919155974304,1
714,Hamid Mir_img_0.jpg,Hamid Mir/2.C71zAsVy_400x400.jpg,0.12549742289331378,1
715,Hamid Mir_img_0.jpg,Hamid Mir/9.B9epwOiCMAATtM_.jpg,0.4641167923849343,1
716,Hamid Mir_img_0.jpg,Hamid Mir/18.53591f1decf8e.jpg,0.3785513292135514,1
718,Hamid Mir_img_0.jpg,Hamid Mir/8.@-69-696x384.jpg,0.4974922590680157,1
719,Hamid Mir_img_0.jpg,Hamid Mir/18.Hamid_Mir_2.jpg,-2.220446049250313e-16,1
80,Fawad Ahmed Choudhry_img_2.jpg,Fawad Ahmed Choudhry/7.FAWADCHAUDARY-1-750x369.jpg,0.4117576275063841,1
82,Fawad Ahmed Choudhry_img_2.jpg,Fawad Ahmed Choudhry/23.5da5ba50cce2c.jpg,-2.220446049250313e-16,1
83,Fawad Ahmed Choudhry_img_2.jpg,Fawad Ahmed Choudhry/2.Fawad-Chaudhry-1.jpg,0.3226951057922885,1
85,Fawad Ahmed Choudhry_img_2.jpg,Fawad Ahmed Choudhry/18.fawad-1.jpg,0.394625307028766,1
86,Fawad Ahmed Choudhry_img_2.jpg,Fawad Ahmed Choudhry/5.5cf3417d3e5e3.jpg,0.268420372112545,1
87,Fawad Ahmed Choudhry_img_2.jpg,Fawad Ahmed Choudhry/17.aa-cover-32ctrr0f8rg1o94ed3i1phque4-20181116065853-1557201375.jpg,0.3169586589442789,1
88,Fawad Ahmed Choudhry_img_2.jpg,Fawad Ahmed Choudhry/10.Fawad-Chaudhry-1.jpg,0.7898336537907632,0
89,Fawad Ahmed Choudhry_img_2.jpg,Fawad Ahmed Choudhry/17.Fawad-chaudhry-750x369.jpg,0.5188022259211676,0
90,Fawad Ahmed Choudhry_img_2.jpg,Fawad Ahmed Choudhry/39.Fawad-chaudhry-750x369.jpg,0.5188022259211676,0
91,Fawad Ahmed Choudhry_img_2.jpg,Fawad Ahmed Choudhry/12.Fawad-chaudhry-750x369.jpg,0.5188022259211676,0
93,Fawad Ahmed Choudhry_img_2.jpg,Fawad Ahmed Choudhry/24.Fawad-Chuhdry.jpg,0.4526325894054352,1
95,Fawad Ahmed Choudhry_img_2.jpg,Fawad Ahmed Choudhry/19.4a46d0937dc6ba1321a1a34c3f52abf6.jpg,0.7261196730946322,0
96,Fawad Ahmed Choudhry_img_2.jpg,Fawad Ahmed Choudhry/15.0-44.jpg,0.2980685679904732,1
97,Fawad Ahmed Choudhry_img_2.jpg,Fawad Ahmed Choudhry/15.322872-fawadchaudhry-1326794055-417-640x480.jpg,0.4064535447775466,1
98,Fawad Ahmed Choudhry_img_2.jpg,Fawad Ahmed Choudhry/35.Fawad-chaudhry-miniter-information-1.jpg,0.3031287925114373,1
99,Fawad Ahmed Choudhry_img_2.jpg,Fawad Ahmed Choudhry/7.pic_1534619252.jpg,0.385980710459132,1
101,Fawad Ahmed Choudhry_img_2.jpg,Fawad Ahmed Choudhry/20.fawad-1.jpg,0.4458077565055813,1
102,Fawad Ahmed Choudhry_img_2.jpg,Fawad Ahmed Choudhry/12.pic_1561144102-1280x720.jpg,0.33235031082957256,1
103,Fawad Ahmed Choudhry_img_2.jpg,Fawad Ahmed Choudhry/11.414297-fawad-hussain-c-770x433.jpg,0.3810370037920076,1
